"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836029","9.1.1.2","17","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836030","9.1.1.3","15000","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836031","9.1.1.4","21","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836032","9.1.1.5","12400","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836033","9.1.2.1","33","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836034","9.1.2.2","15","E","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836035","9.1.2.3","14500","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836036","9.1.2.4","14","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836037","9.1.2.5","11300","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836038","9.1.3.1","26","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836039","9.1.3.2","5","E","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836040","9.1.3.3","9300","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836041","9.1.3.4","33","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836042","9.1.3.5","8500","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836043","9.2.1.1","60","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836044","9.2.1.2","45","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836045","9.2.1.3","25900","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836046","9.2.1.4","21","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836047","9.2.1.5","22600","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836048","9.2.2.1","44","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836049","9.2.2.2","46","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836050","9.2.2.3","23100","","","","0"
"2005","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836051","9.2.2.4","15","","","","0"
